road_age_years,daily_traffic,heavy_vehicle_pct,rainfall_mm,waterlogging_events,drainage_score,asphalt_quality,repair_count,avg_temperature,soil_stability,road_damage_index,predicted_damage,risk_level,x,y
2,5083,21.78894960052437,346,10,10,4,6,34,3,23.22695974835426,25.66517790712765,Healthy,81,87
16,34513,58.64117282865255,397,6,9,9,2,31,6,72.13531463944419,74.51747556065858,Critical,6,66
6,9749,43.74230492894163,258,12,1,9,1,37,4,69.17378228157321,70.93669758465573,Critical,90,27
8,31783,44.17054505392622,212,12,9,8,6,42,4,73.19748325224111,71.6066596463764,Critical,81,29
8,18325,10.207695610035756,217,0,5,5,2,11,9,-8.6816138505981,-13.436099364503065,Healthy,70,28
6,19680,45.265410340248046,327,18,6,7,4,13,7,67.53990757835383,71.56389516800182,Critical,92,20
14,18323,45.66393831254177,286,18,8,9,6,25,6,85.32702389365424,82.93582328728031,Critical,40,41
3,23684,41.28597601236477,225,14,2,3,1,21,9,71.68404528610093,72.10837507988045,Critical,59,90
10,35493,17.563996279883128,102,13,7,4,7,26,3,82.55859204626037,81.12911688082589,Critical,43,49
3,13213,28.266989849520172,398,2,4,2,1,25,4,43.4630495897793,41.056793156016994,Moderate,32,88
12,32831,51.54520500682939,59,19,9,9,3,32,9,61.53315008756659,66.23239957548847,Moderate,65,2
17,43296,41.86108961373445,195,3,6,7,3,17,4,76.15448845993417,78.6280096635268,Critical,81,64
5,47930,45.30228592499463,276,6,7,6,7,18,7,67.74363270290365,65.4004324301132,Moderate,22,22
20,28713,37.30559200691949,285,0,6,5,0,23,9,48.156550529923756,48.71687262029761,Moderate,63,4
9,42621,29.727262951147814,291,18,8,7,8,18,4,103.52400290156375,99.70951289298192,Critical,5,94
20,8187,46.74786055369095,354,2,6,3,5,35,9,67.7133178957683,68.83950448097627,Moderate,62,24
7,33800,8.735919790146774,120,19,7,5,3,12,7,55.34112543654887,50.21963143236239,Moderate,42,34
4,33583,42.02384030291453,207,14,8,2,5,19,4,75.4091130551882,85.12439654229007,Critical,24,64
13,48661,59.84624793178735,68,12,1,5,5,34,3,157.3347215090759,155.98493639296967,Critical,82,78
13,15408,47.91055612074174,104,13,10,7,8,13,6,44.22816076040182,50.235622911161634,Moderate,7,38
10,23369,20.98099313676004,493,6,4,10,3,39,3,67.94066026412658,62.49718630284087,Moderate,36,87
18,48928,20.280072208795932,264,0,6,7,7,20,7,61.24525805429855,62.12141361247473,Moderate,89,97
17,4414,41.69702358264024,258,12,1,9,0,28,1,96.24909958874129,97.80475761563683,Critical,92,17
20,20510,54.27198413546917,70,3,4,3,5,22,7,81.79649860818755,85.75091950189407,Critical,58,24
20,13120,36.78723574663136,331,11,6,8,4,12,3,87.52826330555436,84.01123583354902,Critical,27,99
13,35311,34.00712579435321,298,6,7,5,2,23,9,55.937415815999,53.06133020799694,Moderate,52,0
17,34039,13.821127361401924,77,1,6,7,3,19,6,25.408256620607666,26.584096375465307,Healthy,70,61
4,6295,44.350132544789915,472,16,4,1,7,36,7,107.82227692136956,104.80417783724135,Critical,54,8
1,21460,43.62642408008399,466,0,7,1,9,33,9,44.12425117860047,43.105676167037096,Moderate,35,40
1,15963,58.18232657836162,345,13,10,4,1,25,6,47.13866542833575,46.32467483967794,Moderate,61,94
15,12580,21.51057013681154,260,0,2,5,7,19,10,38.40284368530806,34.47835789094741,Healthy,14,21
13,23286,46.60450120021425,334,2,6,10,6,36,2,76.56634090385583,67.38942973605941,Moderate,53,65
17,28328,28.873589365869595,69,10,5,3,0,16,6,74.87634206765958,73.29348760985728,Critical,60,44
8,20093,35.71600353888742,69,6,2,6,1,37,6,51.02297725067067,49.46200631743299,Moderate,96,51
18,22605,49.9049620580307,379,8,9,3,6,35,2,119.86202595517642,115.34089334473427,Critical,53,19
13,46365,17.20972747604366,445,2,7,5,2,27,7,52.370447107797844,57.327975123299254,Moderate,68,86
14,45813,23.85778067400782,169,0,3,1,1,22,9,64.92383901332789,65.95876265580752,Moderate,28,11
8,47371,47.531976860867836,146,18,7,3,0,17,10,86.02615628517124,87.93741951859651,Critical,80,73
8,43705,36.37518534083235,169,1,6,7,6,36,4,59.847131482225464,58.32275596869087,Moderate,26,63
15,48598,10.08326042977886,74,4,7,3,2,23,5,57.88930905347289,56.7926735165891,Moderate,80,31
13,7722,28.660222672818215,202,16,4,5,5,15,6,84.06300488892819,75.17458161184746,Critical,67,61
7,41969,37.2648322135159,294,18,10,7,9,29,1,116.01680163941471,108.64897852022027,Critical,11,4
5,37912,55.023452404477894,309,4,8,2,7,37,8,66.19669380007628,73.86007961835621,Critical,22,43
17,39374,15.366842746625126,53,13,8,3,5,32,9,72.93381305560533,71.32717540489831,Critical,49,28
16,7766,49.32741326076156,442,9,7,4,6,21,1,109.68887979222323,106.04863645618187,Critical,74,32
2,16928,12.184346569212526,192,6,7,5,5,33,4,13.81573399393641,13.20747329789004,Healthy,99,86
18,22274,18.322961304169397,331,7,10,9,6,31,6,34.61243758744586,37.13130512807394,Moderate,75,99
17,35416,18.38391359195677,384,7,8,9,4,35,10,49.556708137895924,42.84647033268975,Moderate,72,12
7,21612,53.261355774985795,395,6,1,4,8,31,1,128.47188044315294,127.030503815863,Critical,87,49
13,35898,15.94597306082429,269,12,6,9,2,16,3,60.477684216731454,65.62635456801844,Moderate,81,1
18,48160,48.2828399841975,376,13,2,4,5,24,7,163.8263833334215,159.47296547709152,Critical,26,74
14,30047,30.399359371079093,209,18,1,2,8,39,8,144.8451974166596,143.1465639505356,Critical,58,27
18,44356,59.94999222885209,125,10,10,10,0,13,8,54.797684790101655,57.56713904284379,Moderate,8,88
13,38134,51.150032425865795,148,1,7,1,4,15,5,74.61669403575198,78.20236811320568,Critical,32,99
11,2506,45.68367239462999,229,16,6,7,3,11,1,72.7122841323878,76.24984914466499,Critical,69,17
16,16222,52.889946865870755,176,5,5,4,8,40,1,117.01271774520201,111.09569673190741,Critical,50,72
17,13363,39.871671593276844,81,8,5,8,0,33,8,43.76767806801919,40.52779977102231,Moderate,96,65
8,20613,51.40087410906737,314,18,9,8,3,44,5,85.95484298975047,81.1468278577705,Critical,39,99
19,45563,19.36197660488007,383,4,9,8,0,40,9,47.55507165349698,46.70565564347327,Moderate,5,45
20,31628,10.373676610559121,62,8,6,6,2,34,1,73.83918428117966,77.23614329118064,Critical,3,16
15,43626,38.87626038976678,489,6,3,9,3,17,2,109.39532603896845,113.53409568178304,Critical,2,32
9,46384,28.90797159649723,429,3,7,4,0,21,4,73.51612071604336,68.16265456484004,Moderate,12,98
20,5136,28.454243741083758,477,17,4,5,4,11,10,92.15053974869166,90.07300685892237,Critical,25,32
10,47246,33.97113188365254,401,17,5,4,5,24,7,123.75443812328943,125.53125505322878,Critical,33,95
12,12161,24.87604363610484,388,19,7,5,0,41,4,87.84860700357265,87.88163866278191,Critical,76,83
20,36457,39.433274229355604,463,16,7,2,9,20,8,149.77405761368385,145.28743398128557,Critical,52,29
1,24574,6.681260204119646,449,3,10,5,9,26,7,1.5749304331344707,-1.2644529826910968,Healthy,46,21
20,27902,58.34402380349698,445,15,8,10,3,30,5,113.81587442944999,114.32854225683869,Critical,7,52
9,3810,55.858994562506375,251,4,1,8,3,31,7,51.225948489793254,51.21887357043353,Moderate,75,88
15,12663,56.43985894200635,499,8,5,9,0,42,8,70.10233326573768,73.0741609236886,Critical,7,45
1,7152,25.07519225710451,67,1,9,7,1,38,3,-30.95207730251646,-31.74257882250376,Healthy,18,43
12,1012,34.25400267125049,446,1,7,7,9,24,3,39.335928880638086,40.55716691299919,Moderate,73,74
3,12162,57.47718316816664,142,3,2,6,4,30,2,60.91306356528856,60.812459032779316,Moderate,31,33
11,23322,54.629033103517266,329,19,1,2,1,11,4,145.95741329068323,148.7778793602277,Critical,20,27
2,8999,48.4634461745631,407,19,8,10,2,12,4,40.291113655781196,46.550560847821146,Moderate,63,34
16,8219,27.403237441617584,445,16,9,10,8,34,4,78.21058765265347,73.51004874250815,Critical,22,67
9,6328,36.03865727501954,365,19,10,9,4,22,2,62.22452532576069,59.05076448400602,Moderate,90,8
15,4621,48.61018608191562,109,18,5,5,0,33,7,80.42178797818715,81.56366018850478,Critical,88,21
12,25256,20.015659754701744,263,2,6,6,4,40,10,21.43947457340785,23.110808183125442,Healthy,70,60
1,45433,39.45471525254612,149,4,2,1,2,24,3,81.09304189498677,88.04836902640295,Critical,41,88
13,12314,50.536387866852124,50,9,5,5,0,15,10,41.57250153033216,35.7640130968299,Moderate,34,84
14,1652,43.910013545309575,92,5,4,6,2,19,1,62.16976044359952,55.36727172269733,Moderate,1,24
8,17182,31.37143471550504,360,2,8,10,5,18,2,18.639206556976436,18.650544976913892,Healthy,91,80
8,42580,37.153459775533705,217,16,8,2,9,14,5,110.55667855135492,109.05125559334425,Critical,70,78
12,37558,59.377154873018675,241,9,5,7,4,28,9,81.77621605055866,86.73722932447998,Critical,75,40
1,16659,38.10932870559655,83,11,8,4,0,29,4,27.654456335866364,26.756319008946306,Healthy,51,6
11,35413,48.20897647102541,83,0,6,5,1,42,6,47.82017339056837,51.075596768074206,Moderate,16,58
8,11435,44.96326204077145,225,17,10,3,4,40,3,78.4829289193897,81.77949068769992,Critical,85,95
10,29067,43.581983854114974,466,18,6,5,8,22,9,108.24960181089139,110.02319253851626,Critical,8,71
19,23258,44.4002980312724,245,19,4,4,4,15,2,145.85680035761536,148.0733471328747,Critical,51,66
11,29287,29.992536320480514,207,3,10,10,4,17,8,-5.640302520758231,-5.457622265482726,Healthy,2,32
7,4688,31.078809598496893,294,14,3,6,0,19,3,68.57427933241442,63.0562661444387,Moderate,21,99
11,8689,30.732450554843027,415,8,9,2,4,13,8,27.315119067945673,37.65461690185614,Moderate,53,80
17,2379,6.8290033966934445,389,5,5,3,7,23,3,60.21585458869548,62.94422850359192,Moderate,35,64
1,38011,18.25859316827779,395,11,10,10,8,13,4,30.176677469213875,26.864205246466952,Healthy,38,99
8,44005,13.501020365743553,384,17,10,1,9,33,8,95.01940791636417,94.56422515737808,Critical,17,59
6,28624,53.75447562684915,120,14,4,7,2,30,10,59.92880785843931,63.72360350815041,Moderate,80,80
18,26964,20.123315154912195,376,18,6,9,3,19,4,106.74865757049898,96.3486716650397,Critical,26,57
6,23891,12.614344895604722,163,8,4,2,6,34,9,57.84420278477722,44.536452057072175,Moderate,98,43
5,39379,11.587181255098672,334,12,6,7,6,15,9,41.1112144759304,41.309735972239295,Moderate,95,47
13,13516,43.499440900368725,456,15,10,3,0,25,6,72.21835023891973,77.05799557019768,Critical,66,36
19,14886,5.334582100322761,467,12,8,5,5,37,1,90.2180783468921,91.74812901654042,Critical,12,24
8,21307,30.921742096607954,192,0,8,6,8,42,9,4.727793392207223,10.258328357278018,Healthy,16,24
9,25843,11.537910807900793,146,17,6,8,4,39,9,44.93656039774741,43.06883228967046,Moderate,60,56
17,47484,51.73148576997478,358,2,1,4,7,34,7,140.32699221991774,137.95197742830135,Critical,17,12
3,6912,57.714769604885205,450,16,1,2,9,22,9,118.31043024732766,113.64608057058729,Critical,16,76
19,22514,57.7315038918197,369,4,3,3,8,24,8,118.9363121598788,117.14459225340383,Critical,55,11
11,22823,29.308025992072313,261,5,2,8,9,39,9,61.17321833062954,60.28287559604833,Moderate,47,95
17,29797,40.448315343913805,366,16,1,7,9,23,9,127.77791057288421,133.30723368391108,Critical,15,98
19,7449,37.98372750809095,234,16,1,6,2,13,7,93.46355843618069,99.54436131691148,Critical,85,91
2,2725,24.252139576227414,254,0,6,5,0,10,6,-37.73715399638309,-28.31282176290398,Healthy,24,62
8,16870,29.423547028129214,413,6,7,5,1,12,2,47.393256969619195,46.66467549280526,Moderate,64,61
19,10304,8.537803347830712,265,15,8,1,4,13,7,71.05058061889055,66.7241645131244,Moderate,26,83
7,8522,48.763446796931795,295,4,3,6,9,23,1,84.69113637336596,78.7587649093711,Critical,13,27
17,14663,18.244193168504047,288,15,1,9,6,34,6,98.82638899785141,94.9645598483699,Critical,91,54
6,5784,30.32900321250069,342,3,5,8,5,12,6,6.531204573315271,7.957203870144355,Healthy,99,94
19,10472,31.434140348915417,440,10,8,10,3,16,7,53.21507336341383,43.69948716530315,Moderate,49,87
6,29952,35.839145653322504,57,13,4,1,8,17,2,102.09934390225742,106.83545284438742,Critical,95,74
2,11055,49.98321508384495,127,12,2,6,3,16,4,57.08408245648069,61.69444306847029,Moderate,28,41
6,30508,43.05345754010623,373,7,9,3,2,34,2,79.76428909576917,75.84741246831157,Critical,80,60
5,13676,41.46846770210556,326,19,9,6,4,26,4,76.34197299052728,69.13701622401412,Moderate,27,79
19,26192,33.97100226927169,494,14,3,9,3,35,3,138.47204716482196,129.88866627204675,Critical,20,37
20,25722,10.277566522062447,251,17,7,6,1,13,2,95.18958638244332,90.16767578424137,Critical,23,80
4,8446,27.110465940797376,263,6,1,8,2,27,2,47.38737368747794,43.49948338359793,Moderate,45,4
17,5725,57.65242682098037,143,18,8,6,6,13,3,102.19107281854329,97.74636768105339,Critical,59,83
11,21061,59.755144140853886,124,8,8,6,1,26,10,34.81451404176913,35.78563909358927,Moderate,98,47
4,48537,45.1773980355505,206,10,3,7,0,26,4,84.43251928444559,88.42969454768973,Critical,19,34
13,23671,17.513322969105477,202,9,5,10,1,34,7,33.27519268895143,31.822341829022832,Healthy,51,47
20,2409,10.603985530186776,491,13,4,4,7,12,4,87.67387830755158,96.34973404491625,Critical,21,13
17,9205,27.812039747540958,191,15,7,8,7,21,7,56.27295815039665,57.68133457301288,Moderate,67,53
9,17365,52.111454629763465,127,7,7,4,9,36,4,72.92056870578187,75.43866418771476,Critical,15,25
4,1256,44.702533194225026,371,0,8,7,1,26,3,4.59438485366247,1.0638184040451364,Healthy,20,42
14,16704,53.61407306476077,231,11,5,1,5,31,8,103.95591247045128,102.93465009835326,Critical,43,41
19,30902,38.86769730837087,244,2,5,9,6,25,3,86.56851445032157,79.06023348911867,Critical,61,87
3,36758,12.168060052433077,207,1,8,10,0,38,8,-23.27612273872256,-27.647272130930872,Healthy,20,94
14,2195,11.313778184899025,195,15,5,9,6,23,2,51.95044151264158,54.991781947175966,Moderate,10,17
8,35012,7.64012664465711,103,3,1,7,7,16,3,55.066657960966246,51.695106114173925,Moderate,59,54
1,12415,36.18939838154421,405,1,3,8,8,37,4,30.33019496911419,38.93820412147875,Moderate,36,49
10,40534,18.358743014363398,326,11,2,2,7,22,3,129.24297503926616,126.0324298196197,Critical,43,85
18,22686,45.39110027452228,358,16,10,10,2,25,6,69.74804553956515,73.3125676309751,Critical,21,20
16,12662,42.7437464721629,132,19,5,10,7,30,9,73.73810652111112,76.7621393943388,Critical,83,33
8,49978,22.496090832457433,449,9,8,7,2,13,10,49.82975085635224,43.184005484819565,Moderate,65,88
1,29743,14.72409165552354,205,19,9,1,5,44,8,61.869960905183206,60.182116051774706,Moderate,42,39
12,33161,10.632019238780067,53,7,9,3,3,24,4,37.48110992968843,38.24554376081511,Moderate,74,29
8,44081,45.552340059720336,360,17,1,6,6,35,2,167.20482615517366,162.65424115073688,Critical,20,69
16,3402,29.774254748426326,320,17,1,5,7,16,10,100.18772732782242,93.02645689050078,Critical,32,24
18,14275,22.79414527979764,113,17,1,5,9,27,1,130.09174396135484,135.35559228084975,Critical,16,68
4,29182,52.11591586934717,498,1,1,9,5,34,4,76.78599300293529,80.4771411423134,Critical,35,28
6,15915,37.648726911316125,161,11,9,6,9,30,5,48.749950655586524,44.477069992067314,Moderate,13,85
12,1909,33.490128501812144,288,9,1,3,3,17,2,92.3140679519876,90.6742911141254,Critical,36,66
9,49574,45.88585407365886,193,7,7,2,7,29,3,102.65704913504312,112.10078901377936,Critical,30,56
15,1372,49.857072712940855,423,18,6,9,6,27,4,107.85108076914581,98.89810399434695,Critical,3,46
16,23620,42.734023548249574,69,9,9,10,9,28,3,58.738358701732714,60.85498503184276,Moderate,5,93
12,35112,29.200347522964396,113,10,9,4,7,12,8,46.027641423032094,50.88427175033044,Moderate,49,87
14,9515,25.86143359697031,338,13,4,5,9,27,2,105.3421679845789,105.46573525840257,Critical,84,16
13,3431,47.44157160499862,130,14,9,9,6,36,9,37.59466557952742,32.76937684981405,Healthy,76,48
2,22054,33.484893835215736,246,9,6,5,2,24,6,40.8752375524782,34.97071473762108,Healthy,37,49
3,33624,43.741234318455696,431,3,5,7,2,30,1,70.26283123021658,69.89095694073978,Moderate,78,83
10,11585,53.971933399430355,118,6,9,2,8,31,8,60.921690568648785,47.965309919822204,Moderate,4,89
9,49230,55.37398491051867,235,10,7,2,6,17,10,110.04449808156258,96.02416626736381,Critical,37,4
20,32958,20.274360158231495,216,2,9,4,0,20,6,43.377334402297656,40.92065450344807,Moderate,23,12
8,2695,15.333947264988275,254,4,5,8,2,21,4,1.2917598700588526,1.1829721833549058,Healthy,17,62
10,35675,19.370804818526082,213,1,4,2,0,36,6,52.66750229015543,54.43534550967775,Moderate,92,38
19,34787,46.325447379452655,143,11,10,10,5,44,2,89.76339290641855,90.45343144763491,Critical,31,67
3,45225,25.35319198253881,298,4,3,7,1,11,1,69.763042158609,62.142690040094145,Moderate,70,44
5,2403,14.536410446273138,117,6,5,1,6,44,6,29.831136268619677,28.115572587127865,Healthy,93,16
3,18810,10.41120208788331,392,3,9,9,7,40,8,-11.489518066177933,-15.906370662291607,Healthy,89,58
16,9855,23.002225385632833,70,10,3,10,5,17,5,47.726200755461335,43.972856938057674,Moderate,71,98
17,39636,12.487504219278122,368,8,1,6,4,29,8,99.83793188559241,97.3125110754064,Critical,88,94
15,11839,13.600548689331882,134,3,2,1,9,17,3,81.50476885515396,76.07979147207061,Critical,29,79
3,1010,42.61361853954486,439,8,10,10,3,13,6,-5.721289026284606,-10.506371796732296,Healthy,87,97
12,40098,6.085265261762291,73,11,5,6,8,40,1,93.72959104851738,91.6331081036599,Critical,29,58
9,48829,11.465429389399091,160,15,3,5,7,41,3,127.72576741836465,119.04486166699907,Critical,4,95
12,10230,51.4401020167203,486,0,6,5,4,22,4,54.74560377642843,61.11722752159312,Moderate,3,96
15,41232,51.470274676003925,400,7,8,5,0,31,5,98.72344610959715,97.34301375505333,Critical,50,7
2,48514,23.10839133199673,132,0,6,4,7,35,3,47.28259175662452,49.95253343898631,Moderate,8,29
18,36771,9.837415460280095,407,19,10,7,7,26,8,90.05910157529154,85.82874732574024,Critical,54,2
20,30256,43.77336835939632,127,18,9,9,6,38,5,94.9236491054961,103.14217852946982,Critical,32,16
12,26651,24.80724282756309,483,3,6,4,6,36,7,68.04270568763631,67.1537214243296,Moderate,92,50
4,33383,7.5005544962709205,429,13,5,2,7,31,5,89.93532539996112,87.9854998373091,Critical,30,23
16,40963,13.68048397148892,189,13,4,2,0,27,8,99.16217966117756,93.34620319880725,Critical,82,79
16,14662,12.546814658021336,489,8,2,2,2,14,1,103.52554086978999,105.8201002074288,Critical,53,63
1,14739,37.40139891052142,425,8,6,7,3,21,3,55.01127612732281,40.79450401815284,Moderate,60,83
2,49356,54.39646709819587,320,16,2,4,5,11,3,138.5413028588659,141.6705381232437,Critical,65,73
3,2789,48.618961832790156,388,14,5,4,9,16,10,52.173098045502016,57.791960858633,Moderate,19,87
20,20420,35.05838247594765,473,9,1,1,9,35,10,139.87566646602534,137.54442094725744,Critical,75,70
17,24761,28.218534071011405,218,16,3,4,8,24,3,132.87806663294344,133.8189625227202,Critical,84,48
20,41366,39.027218998787575,246,8,10,6,3,42,6,95.35454482933004,86.25546675720305,Critical,60,19
1,38606,29.409700753904445,311,3,5,2,5,12,9,30.144593656809658,38.05357703625094,Moderate,94,76
20,39640,18.53545174169738,264,13,7,4,8,11,6,104.88679488794558,104.9363671116891,Critical,35,28
6,45135,42.355860044375376,116,2,8,7,8,26,5,49.470267585928866,45.1830966492166,Moderate,83,9
15,38067,53.02841701577265,278,11,7,9,5,10,1,103.336685246508,106.46786671241729,Critical,19,8
14,18357,25.50786818744733,210,0,7,2,4,26,2,46.80134144937034,53.55109627206446,Moderate,44,70
20,40851,51.28461572302353,476,0,2,8,2,11,1,130.0794774458461,122.86314143161417,Critical,99,62
15,39262,28.709512556591974,171,12,6,6,4,42,6,88.59249708341842,93.0414460583065,Critical,45,32
14,12317,27.07347687046843,198,13,5,8,2,38,3,75.27496994429326,69.99059978050973,Moderate,17,23
5,22534,6.557839665086522,389,15,9,2,4,15,5,44.99961560269645,49.61983531735063,Moderate,69,79
6,26734,43.24033957520757,242,6,10,1,9,33,6,60.45179299520651,62.003994232227285,Moderate,96,31
17,36897,49.412638881260264,280,9,4,7,9,20,5,124.51318200207413,120.90209737168087,Critical,73,3
11,33872,41.49563057572085,160,14,7,9,0,14,3,70.53808039257078,68.41629827223021,Moderate,17,61
16,41201,13.324852326556892,194,7,8,9,5,39,2,61.44356429682941,66.19283679262898,Moderate,63,77
12,8689,10.681140715395372,270,10,6,2,6,19,2,69.68683828317351,66.98197727250887,Moderate,33,92
15,4567,36.50723133901967,441,13,3,4,1,36,2,103.27122604085577,114.28739648447815,Critical,78,21
4,21732,27.083393980153105,113,12,5,1,2,36,10,39.577155180178444,45.60289288861199,Moderate,2,22
18,21774,28.600378091707427,175,12,1,7,9,33,4,127.08212368721556,118.67484690090198,Critical,71,89
3,24195,58.229013570865426,267,8,8,2,8,12,4,74.24972303571117,74.81510461372946,Critical,10,25
8,38412,44.8157469156186,333,16,2,4,7,35,3,155.83424567291257,152.73086625462298,Critical,45,48
3,48734,27.648325656426618,403,17,10,2,3,27,8,83.7773737106386,80.5865025024318,Critical,95,43
8,45098,6.050460391294319,446,18,7,1,7,12,4,112.77790467284886,114.94909418692302,Critical,41,21
18,23257,6.875263381929865,285,12,9,7,7,34,8,50.043757380149,49.633324306557036,Moderate,16,66
10,5394,42.66420326052209,62,11,1,6,5,22,3,73.18190465761971,78.80568861468205,Critical,46,41
20,37302,51.075631773477014,471,19,4,2,0,34,2,191.6719335421034,191.54011997521278,Critical,29,51
17,23228,43.923644625232605,202,19,7,4,1,33,8,99.73448630325612,102.26303788755976,Critical,42,16
8,13388,27.3238263932599,288,7,9,3,3,25,6,38.985828296571164,28.268269264773757,Healthy,7,13
11,12319,6.712465586181326,239,10,2,3,3,20,2,70.02296196859668,73.55798845016864,Critical,39,63
5,7475,58.20708966293763,200,6,2,3,1,30,7,63.107371800005794,60.29265646529465,Moderate,70,44
13,32555,59.24848341869477,135,0,6,4,8,40,10,65.18607485451793,66.56778718396559,Moderate,19,63
5,19158,35.215050329434774,70,9,3,1,1,24,7,59.697163925150356,55.450613475018116,Moderate,75,29
13,15728,8.886903058230807,231,14,4,1,5,10,4,78.41470163744594,85.25619057916705,Critical,84,12
6,45774,34.75348782529568,368,3,3,7,4,37,8,66.7966930575729,67.73268233635953,Moderate,27,25
5,30545,54.07861586214446,207,0,1,5,3,42,3,87.48990274705406,84.53521682268943,Critical,27,31
9,32100,42.39920305705174,416,10,6,3,5,12,9,81.45577781592102,80.34790230587679,Critical,58,45
16,17150,44.59940770679984,125,4,2,9,3,24,5,64.40829735083953,61.6721233783968,Moderate,61,97
2,34214,9.673341058773712,378,18,2,5,8,42,3,110.28667485580233,115.07245766057096,Critical,79,50
1,33876,10.858140036749079,465,18,7,10,9,41,9,48.62978809286208,50.80722488561344,Moderate,73,86
8,4239,12.00418270067369,252,3,5,3,6,32,2,37.66805525076791,37.649689846897175,Moderate,53,33
19,39699,54.7407258513546,278,1,8,9,2,35,2,88.57100332024955,84.50997421725785,Critical,85,75
11,37821,33.92172999450973,201,6,2,1,9,26,3,131.90276641738544,125.2400864124269,Critical,6,86
12,31615,48.536630301614515,312,12,10,9,3,18,9,37.072601004520024,46.108312031873055,Moderate,67,27
12,14746,11.341019293598013,121,19,8,5,0,14,10,22.08110160792968,23.421117263051897,Healthy,23,18
7,21921,56.02034880297272,274,11,7,6,5,38,3,84.58263441074658,87.79568357600581,Critical,97,47
13,23745,50.16281503234656,434,1,10,2,1,15,5,51.548594314138356,55.07805903153107,Moderate,40,97
8,2245,17.362027962644586,180,8,8,8,3,44,9,-12.132168564950515,-13.724210478598138,Healthy,53,71
9,47607,53.08002283116744,409,15,3,3,4,30,10,135.2738525186929,135.62242830858426,Critical,13,33
7,25853,19.489351766824512,77,7,8,1,7,32,6,37.75475950578043,43.30948476513463,Moderate,43,15
15,28632,16.29369336364811,348,17,6,7,2,44,6,84.7922059851214,91.01199836436524,Critical,48,70
2,13856,19.53341652467168,146,3,2,3,5,11,1,42.95204433695214,40.32436579755854,Moderate,62,26
20,6105,55.04752847999352,95,10,6,4,0,18,2,83.58525419417529,88.56918581548855,Critical,80,50
12,36690,55.35755920331783,50,16,5,5,8,22,9,102.30216048637001,105.83548618856905,Critical,44,83
1,3513,23.094767607838286,215,7,3,1,0,43,8,29.205883032673107,24.525950932462727,Healthy,71,53
8,3801,43.79888018020032,294,18,1,9,1,25,2,94.34196527231377,93.34934322814296,Critical,76,98
5,33345,42.165989034030076,268,7,7,7,0,14,5,46.995935424390886,38.87771331323134,Moderate,6,16
15,14895,49.36094476717218,151,5,2,2,7,10,5,95.40884579443154,95.79262015542372,Critical,2,91
1,40749,21.30802250781721,340,1,1,1,3,31,6,80.25999049319115,69.38501812810179,Moderate,87,71
1,9221,33.05761980507211,253,14,1,2,1,35,4,81.4285067009062,82.40546562679745,Critical,46,67
10,7038,41.72206730545578,251,0,7,3,6,43,9,32.664665112563156,26.546009652402496,Healthy,87,96
10,33031,6.444125034544832,103,5,1,3,7,30,5,69.16674083160979,73.63609260501354,Critical,60,85
15,16082,25.720630993202505,329,18,9,8,8,16,4,74.04767609992193,77.23956600362332,Critical,70,94
17,15648,43.273859672321294,461,3,6,5,4,34,9,73.48583886523093,65.10740901960325,Moderate,29,0
6,1364,18.89273012155234,327,12,4,9,2,21,2,32.021697409485014,35.213436748462165,Moderate,4,13
3,35568,57.673725885356795,65,14,4,3,0,40,2,110.02018805693307,111.0553084889461,Critical,84,6
13,15110,6.658875432876142,62,8,5,6,7,36,3,44.74984306746641,48.035361258225045,Moderate,71,63
16,6958,57.694795317308255,405,2,2,4,5,31,10,85.43573993974375,79.88097082966955,Critical,6,71
8,10096,16.922012740572,405,1,5,8,4,43,4,17.087212365913732,23.107575915416874,Healthy,38,7
15,8436,7.685212305895349,367,15,2,1,6,26,10,94.04166257498389,87.948094602519,Critical,1,53
17,22177,21.08607182729566,476,17,4,4,4,20,9,106.3294607736911,105.50222734272585,Critical,42,23
17,27754,48.24552690096239,136,17,10,7,3,38,5,92.14270673323627,91.11859272355005,Critical,11,54
13,25544,46.38431035464292,127,5,5,9,4,43,2,73.68375310731493,73.83586072386522,Critical,27,0
17,13638,16.486222903253562,465,17,6,1,6,35,3,134.48090501791444,128.69356339433833,Critical,18,98
6,1179,15.823457347548969,116,10,6,8,5,41,8,-2.898406393978597,-2.0182742920377734,Healthy,27,71
17,4873,40.34189536924974,396,6,9,2,9,14,6,64.45156548845142,67.84991327362309,Moderate,98,68
16,18570,30.19454793216518,260,13,4,4,9,29,5,113.52781748588012,111.19516926820934,Critical,75,31
14,49223,48.57594743319962,263,17,5,4,8,16,4,154.83664806787405,155.5832142332563,Critical,91,0
13,18157,6.327302828090447,234,6,6,8,9,32,4,50.36289572263165,40.60191869174217,Moderate,89,65
6,46565,38.57265234183141,498,9,4,2,1,10,8,99.86227172462849,95.50679290335752,Critical,69,41
3,5460,45.18696067319318,482,7,6,7,6,12,6,35.5638015544688,33.5142902890247,Healthy,18,78
14,49084,59.6362361615768,82,13,2,3,0,12,5,145.6836961013579,138.51086383196264,Critical,63,8
14,1352,42.33299318302658,164,17,7,9,7,15,5,52.80409075841086,59.690913353874166,Moderate,90,75
15,22586,17.751483610248144,324,4,3,5,3,40,6,71.53250786935762,68.96691259644066,Moderate,8,73
